x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Midiyam Babu Rao,7600,"373,148",45.3%,Communist Party Of India (MARXIST), AC View
2,2,Smt.Kprk Phaneeswaramma,7600,"319,342",38.8%,Telugu Desam, AC View
3,3,Janni Appa Rao,200,"71,978",8.7%,Bahujan Samaj Party, AC View
4,4,Ketchela Ranga Reddi,200,"38,219",4.6%,Independent, AC View
5,5,Madakam Bheema Raju,200,"20,728",2.5%,Marxist Communist Party Of India (S.S.SRIVASTAVA), AC View
