x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Sreenivasulu Reddy Magunta,2000,"446,584",56.1%,Indian National Congress, AC View
2,2,Bathula Vijaya Bharathi,2000,"340,563",42.8%,Telugu Desam, AC View
3,3,Alla Rama Chandra Reddy,200,"4,741",0.6%,Independent, AC View
4,4,Satish Kumar,200,"2,463",0.3%,Independent, AC View
5,5,Rama Rao Daggupati,200,"1,041",0.1%,Independent, AC View
6,6,Nalamalapu Lakshmi Narasa Reddy,200,986,0.1%,Independent, AC View
7,7,Venu Babu Naidu Kavuri,200,982,0.1%,Independent, AC View
8,8,Gudipudi Narasimha Rao,200,896,0.1%,Independent, AC View
9,9,Boyalla Ranganayakulu,200,853,0.1%,Independent, AC View
