x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Solanki Bharatsinh Madhavsinh,3082,"307,762",52.0%,Indian National Congress, AC View
2,2,Jayprakash Vaghajibhai Patel (BABALBHAI),3082,"246,677",41.7%,Bharatiya Janta Party, AC View
3,3,Solanki Bharatbhai Ravabhai,85,"15,340",2.6%,Independent, AC View
4,4,Vijay Danial  Macwan (ADVOCATE),72,"6,686",1.1%,Bahujan Samaj Party, AC View
5,5,Jayantbhai Ramanbhai Patel (BOSKEY),70,"6,041",1.0%,Independent, AC View
6,6,Patel Nileshkumar Pravinbhai,70,"5,404",0.9%,Independent, AC View
7,7,Purohit Laljibhai Ganeshji,70,"3,330",0.6%,Independent, AC View
