x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Madhusudhan Reddy Takkala,13600,"415,429",50.0%,Telangana Rashtra Samithi, AC View
2,2,Dr S Venugopala Chary,13600,"374,455",45.1%,Telugu Desam, AC View
3,3,Mothe Barik Rao,200,"23,282",2.8%,Peoples Republican Party, AC View
4,4,Nainala Goverdhan,200,"18,171",2.2%,Independent, AC View
