x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Jual Oram,11176,"336,562",46.0%,Bharatiya Janta Party, AC View
2,2,Frida Topno,11176,"296,886",40.5%,Indian National Congress, AC View
3,3,George Tirkey,162,"66,545",9.1%,Independent, AC View
4,4,Harsa Chhatria,98,"18,562",2.5%,Bahujan Samaj Party, AC View
5,5,Radhika Ekka,90,"13,796",1.9%,Jharkhand Party, AC View
