x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dr. Sebastian Paul,2917,"323,042",49.1%,Independent, AC View
2,2,Dr Edward Edezhath,2917,"252,943",38.4%,Indian National Congress, AC View
3,3,O G Thankappan,149,"60,697",9.2%,Bharatiya Janta Party, AC View
4,4,Adv. T B Mini,86,"10,418",1.6%,Independent, AC View
5,5,P S Gangadharan,78,"6,185",0.9%,Independent, AC View
6,6,Thankappan,78,"1,835",0.3%,Independent, AC View
7,7,Naushad Mather,78,"1,718",0.3%,Independent, AC View
8,8,T E Thomas,78,"1,102",0.2%,Independent, AC View
9,9,Munambam Hamza,78,976,0.1%,Janata Dal (United), AC View
