x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Eknath M. Gaikwad,48703,"256,282",49.8%,Indian National Congress, AC View
2,2,Manohar Gajanan Joshi,48703,"242,953",47.2%,Shiv Sena, AC View
3,3,Jaswar Satyaram Ballikaran,83,"7,292",1.4%,Bahujan Samaj Party, AC View
4,4,Shaikh Samad Abdul Salam,75,"3,475",0.7%,Independent, AC View
5,5,Khan Akram Ali,75,"2,404",0.5%,National Loktantrik Party, AC View
6,6,Khan Mohammad Basheer,75,"1,117",0.2%,Independent, AC View
7,7,Khan Mohd. Meraz,75,"1,070",0.2%,Independent, AC View
