x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,S. P. Y. Reddy,1821,"458,526",55.3%,Indian National Congress, AC View
2,2,Bhuma Shobha Nagi Reddy,1821,"346,847",41.9%,Telugu Desam, AC View
3,3,Laku Obulesu,66,"7,662",0.9%,Independent, AC View
4,4,A. C  V. Subbaiah,66,"7,468",0.9%,Bahujan Samaj Party, AC View
5,5,S. Vasudev Prasad,66,"2,682",0.3%,Telangana Rashtra Samithi, AC View
6,6,Ramakrishna Reddy. S,66,"2,020",0.2%,Independent, AC View
7,7,Mala Gunam Palle Gokari,66,"1,800",0.2%,Independent, AC View
8,8,Injeti Krishna Reddy,66,"1,552",0.2%,Independent, AC View
9,9,Budda Reddy Srinivasa Reddy,66,"1,419",0.2%,Independent, AC View
