x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Anant Geete,600,"334,690",59.7%,Shiv Sena, AC View
2,2,Govindrao Nikam,600,"185,722",33.1%,Nationalist Congress Party, AC View
3,3,Adv. Pankaj Kowli,200,"25,951",4.6%,Peasants And Workers Party Of India, AC View
4,4,Ayare Rajendra Lahu,200,"14,613",2.6%,Bahujan Samaj Party, AC View
