x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Jaswant Singh Bishnoi,14609,"434,352",50.3%,Bharatiya Janta Party, AC View
2,2,Badri Ram Jakhar,14609,"391,857",45.4%,Indian National Congress, AC View
3,3,Sabir Gouri,76,"10,363",1.2%,Independent, AC View
4,4,Ravi Garg,76,"8,974",1.0%,Jharkhand Party, AC View
5,5,Shaitan Singh Chouhan,76,"4,682",0.5%,Independent, AC View
6,6,Devilal Bheel,76,"3,827",0.4%,Independent, AC View
7,7,Mahmuda Begum Abbasi,76,"3,118",0.4%,Independent, AC View
8,8,Vijay Krishan Sharma,76,"2,684",0.3%,Independent, AC View
9,9,Dungarlal Meghwal,76,"1,658",0.2%,Independent, AC View
10,10,Leela Devi,76,"1,592",0.2%,Independent, AC View
11,11,Badri Ram,76,970,0.1%,Independent, AC View
12,12,Pukhraj Meghwal,76,850,0.1%,Independent, AC View
