x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,"Chitthan, N. S. V.",626,"407,116",59.1%,Indian National Congress, AC View
2,2,Jeyaraman. M,626,"251,945",36.6%,All India Anna Dravida Munnetra Kazhagam, AC View
3,3,Ravindran. J,60,"10,359",1.5%,Independent, AC View
4,4,Thinakara Kumar. P,60,"5,850",0.8%,Jharkhand Party, AC View
5,5,Pushpa Sachan,60,"5,206",0.8%,Janata Dal (United), AC View
6,6,Perumal. M,60,"5,011",0.7%,Bahujan Samaj Party, AC View
7,7,Kandavel. P,60,"2,456",0.4%,Independent, AC View
8,8,Machakkalai. M,60,"2,288",0.3%,Independent, AC View
