x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Sohan Potai,1788,"274,294",49.6%,Bharatiya Janta Party, AC View
2,2,Mrs. Ganga Potai Thakur,1788,"200,668",36.3%,Indian National Congress, AC View
3,3,G.R.Rana,108,"28,906",5.2%,Samajwadi Party, AC View
4,4,Arjun Singh Thakur,89,"17,605",3.2%,Bahujan Samaj Party, AC View
5,5,Sukhranjan Usendi,89,"16,479",3.0%,Communist Party Of India (MARXIST), AC View
6,6,Sundarlal Netam,89,"15,936",2.9%,Chhattisgarhi Samaj Party, AC View
