x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Narhire Kalpana Ramesh,577800,"294,436",46.2%,Shiv Sena, AC View
2,2,Dhobale Laxman Kondiba,577800,"292,787",46.0%,Nationalist Congress Party, AC View
3,3,Tupsundare Balaji Bapurao,200,"11,846",1.9%,Lok Rajya Party, AC View
4,4,Dekule Kanifnath Dulha,200,"10,918",1.7%,Bahujan Samaj Party, AC View
5,5,Raut Vitthal Kundlik,200,"9,827",1.5%,Independent, AC View
6,6,Navnath Dashrath Uplekar,200,"7,374",1.2%,Independent, AC View
7,7,Kadappa Gade,200,"5,785",0.9%,Independent, AC View
8,8,Zombade Sandipan Rama,200,"4,960",0.8%,Independent, AC View
