x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ram Chandra Dome,415,"372,294",51.6%,Communist Party Of India (MARXIST), AC View
2,2,Gopal Chandra Das,415,"180,682",25.0%,Indian National Congress, AC View
3,3,Arjun Saha,267,"140,196",19.4%,Bharatiya Janta Party, AC View
4,4,Braja Mohon Das,78,"14,762",2.0%,Independent, AC View
5,5,Chinta Sarkar,71,"9,594",1.3%,Janata Dal (Secular), AC View
6,6,Kartik Chandra Das,71,"6,533",0.9%,Bahujan Samaj Party, AC View
