"Position","Candidate Name","Votes","Votes %","Party"
1,Yellaiah Nandi,420075,37.9%,Indian National Congress
2,Dr. Manda Jagannath,403399,36.4%,Telangana Rashtra Samithi
3,Bakkani Narsimlu,183352,16.5%,Telugu Desam
4,Buddula Srinivas,54680,4.9%,Independent
5,Maredu Gopal,22985,2.1%,Yuvajana Sramika Rythu Congress Party
6,Bahadhur Srinivas,12089,1.1%,Bahujan Samaj Party
