"Position","Candidate Name","Votes","Votes %","Party"
1,Supriya Sule,521562,48.9%,Nationalist Congress Party
2,Mahadev Jagannath Jankar,451843,42.4%,Rashtriya Samaj Paksha
3,Suresh Khopade,26396,2.5%,Aam Aadmi Party
4,Chaudhari Kaluram Vinayak,24908,2.3%,Bahujan Samaj Party
5,Tatyasaheb Sitaram Tele,8811,0.8%,Janata Dal (Secular)
6,Ravindra Takale,7845,0.7%,Bahujan Mukti Party
7,Kokare Shivaji Jaysing,4739,0.4%,Independent
8,Sureshdada Baburao Veer,3345,0.3%,Independent
9,Mahadik Pralhad Dagadu,2891,0.3%,Independent
