"Position","Candidate Name","Votes","Votes %","Party"
1,Prabhas Kumar Singh,383230,34.1%,Biju Janata Dal
2,Subash Chouhan,372052,33.1%,Bharatiya Janta Party
3,Sanjay Bhoi,274610,24.4%,Indian National Congress
4,Kulamani Urma,26216,2.3%,Paschimanchal Vikas Party
5,Ashok Bisi,21100,1.9%,Communist Party Of India
6,Lingaraj Pradhan,15672,1.4%,Aam Aadmi Party
7,Gayan Chand,8009,0.7%,Bahujan Samaj Party
8,Ashok Mittal,7912,0.7%,All India Trinamool Congress
