"Position","Candidate Name","Votes","Votes %","Party"
1,C. L. Ruala,210485,48.6%,Indian National Congress
2,Robert Romawia Royte,204331,47.2%,Independent
3,M.Lalmanzuala,11890,2.7%,Aam Aadmi Party
