"Position","Candidate Name","Votes","Votes %","Party"
1,Jhina Hikaka,395109,39.9%,Biju Janata Dal
2,Giridhar Gamang,375781,38.0%,Indian National Congress
3,Sibasankar Ulaka,89788,9.1%,Bharatiya Janta Party
4,Praska Renga,34957,3.5%,Bahujan Samaj Party
5,Banamali Majhi,14854,1.5%,Ambedkarite Party Of India
6,Lingaraj Gomango,13861,1.4%,Independent
7,Meghanada Sabar,13343,1.3%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION)
8,Prakash Hikaka,9609,1.0%,Communist Party Of India (Marxist-Leninist) Red Star
9,Kailash Sabara,8910,0.9%,Samata Kranti Dal
