"Position","Candidate Name","Votes","Votes %","Party"
1,Savitri Thakur,558387,51.9%,Bharatiya Janta Party
2,Umang Singhar,454059,42.2%,Indian National Congress
3,Ajay Rawat,14666,1.4%,Bahujan Samaj Party
4,Karan Burman Gareeb,11481,1.1%,Samata Samadhan Party
5,Dr. Hemlata Jamuna Devi,10683,1.0%,Aam Aadmi Party
6,Rama Singh Patel,8303,0.8%,Independent
7,Bherulal Imliyar,3800,0.4%,Bahujan Mukti Party
