"Position","Candidate Name","Votes","Votes %","Party"
1,Arjun Charan Sethi,502338,46.5%,Biju Janata Dal
2,Sangram Keshari Jena,322979,29.9%,Indian National Congress
3,Sarat Das,216617,20.0%,Bharatiya Janta Party
4,Ramesh Jena,11930,1.1%,Communist Party Of India
5,Arjun Charan Mallik,7607,0.7%,Bahujan Samaj Party
6,Narayan Chandra Jena,5961,0.6%,Aam Aadmi Party
7,Netrananda Mallick,4518,0.4%,Aama Odisha Party
8,Susanta Kumar Jena,2639,0.2%,Independent
