"Position","Candidate Name","Votes","Votes %","Party"
1,Balabhadra Majhi,373887,36.6%,Biju Janata Dal
2,Pradeep Kumar Majhi,371845,36.4%,Indian National Congress
3,Parsuram Majhi,138430,13.5%,Bharatiya Janta Party
4,Gopinath Jani,31707,3.1%,Bahujan Samaj Party
5,Arjuna Bhatara,24832,2.4%,Odisha Jan Morcha
6,Gopal Pujari,18675,1.8%,Aama Odisha Party
7,Chandradhwaja Majhi,18388,1.8%,Independent
