"Position","Candidate Name","Votes","Votes %","Party"
1,Anupam Hazra,630693,48.3%,All India Trinamool Congress
2,Dome Ramchandra,394581,30.2%,Communist Party Of India (MARXIST)
3,Kamini Mohan Sarkar,197474,15.1%,Bharatiya Janta Party
4,Tapan Kumar Saha,46953,3.6%,Indian National Congress
5,Sanjib Malik,6371,0.5%,Jharkhand Disom Party
6,Samiran Das,5952,0.5%,Bahujan Samaj Party
7,Bijoy Dolui,5410,0.4%,Socialist Unity Centre Of India (COMMUNIST)
