"Position","Candidate Name","Votes","Votes %","Party"
1,Manshankar Ninama,577433,49.3%,Bharatiya Janta Party
2,Resham Malviya,485517,41.5%,Indian National Congress
3,Vijaypal,27886,2.4%,Bahujan Samaj Party
4,Bhanji Bhai,21760,1.9%,Janata Dal (United)
5,Harish Rawat,13647,1.2%,Aam Aadmi Party
6,Soma Lal Koted,10541,0.9%,Bahujan Mukti Party
