"Position","Candidate Name","Votes","Votes %","Party"
1,Dr. Bhagirath Prasad,404474,55.5%,Bharatiya Janta Party
2,Imarti Devi,244513,33.5%,Indian National Congress
3,Manish Katroliya,33803,4.6%,Bahujan Samaj Party
4,Phoolsingh Baraiya,20403,2.8%,Bahujan Sangharshh Dal
5,Krishna Devi,7730,1.1%,Aam Aadmi Party
6,Anita Hitendra Chaudhary,5198,0.7%,Samajwadi Party
7,Hakim Singh,2899,0.4%,Independent
8,Vijaysingh Kori,2699,0.4%,All India Forward Bloc
9,B.S. Thaneswariya,1793,0.2%,Bahujan Mukti Party
