"Position","Candidate Name","Votes","Votes %","Party"
1,Kulamani Samal,624492,55.2%,Biju Janata Dal
2,Bibhu Prasad Tarai,348098,30.8%,Indian National Congress
3,Baidhar Mallick,117448,10.4%,Bharatiya Janta Party
4,Ajay Kumar Behera,18099,1.6%,Communist Party Of India
5,Pradip Kumar Mallick,6895,0.6%,Bahujan Samaj Party
6,Anupama Sethy,5929,0.5%,Aam Aadmi Party
7,Manas Kumar Behera,3347,0.3%,Independent
