"Position","Candidate Name","Votes","Votes %","Party"
1,Chavda Vinod Lakhamashi,562855,59.5%,Bharatiya Janta Party
2,Dr.Dinesh Parmar,308373,32.6%,Indian National Congress
3,Kamalbhai Matang,21230,2.2%,Bahujan Samaj Party
4,Hirji Punjabhai Siju,21106,2.2%,Bahujan Mukti Party
5,Danicha Govindbhai Punamchand,15797,1.7%,Aam Aadmi Party
