"Position","Candidate Name","Votes","Votes %","Party"
1,Chudasama Rajeshbhai Naranbhai,513179,54.5%,Bharatiya Janta Party
2,Punjabhai Bhimabhai Vansh,377347,40.1%,Indian National Congress
3,Atul Govindbhai Shekhada,16674,1.8%,Aam Aadmi Party
4,Harilal Ranchhodbhai Chauhan,7574,0.8%,Independent
5,Saiyed Altaf Husain Abdullah Miyan,2717,0.3%,Independent
6,Solanki Haribhai Boghabhai,2565,0.3%,Bahujan Mukti Party
7,Kadri Ibrahim Saiyed Husen,2409,0.3%,Samajwadi Party
8,Gadhiya Soyeb Hushenbhai,1891,0.2%,Independent
