x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Alka  Lamba,"36,756",49.4%,Aam Aadmi Party
2,2,Suman Kumar Gupta,"18,469",24.8%,Bharatiya Janta Party
3,3,Parlad Singh Sawhney,"17,930",24.1%,Indian National Congress
4,4,Mohd. Rehan,217,0.3%,Bahujan Samaj Party
5,5,Mohd. Naseem,212,0.3%,Nationalist Congress Party
6,6,Ashok Kumar,117,0.2%,Akhil Bharat Hindu Mahasabha
7,7,Tarun,111,0.2%,Independent
8,8,Lakhan Singh,86,0.1%,Independent
9,9,Adil Mirza,63,0.1%,Indian Union Muslim League
10,10,Sandeep Sharma,57,0.1%,Independent
11,11,Balram Bari,48,0.1%,Independent
12,12,Parmeet Singh,25,0.0%,Independent
13,13,Anil Anand,23,0.0%,Independent
