x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Rakhi Birla,"60,534",46.9%,Aam Aadmi Party
2,2,Raj Kumar Chauhan,"37,835",29.3%,Indian National Congress
3,3,Surjeet Kumar,"27,889",21.6%,Bharatiya Janta Party
4,4,Devender Kumar,"1,659",1.3%,Bahujan Samaj Party
5,5,Raju,330,0.3%,Shiv Sena
6,6,Vijay Maharoliya,179,0.1%,Independent
