x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Naresh Balyan,"85,881",52.0%,Aam Aadmi Party
2,2,Pawan Sharma,"55,462",33.6%,Bharatiya Janta Party
3,3,Mukesh Sharma,"20,703",12.5%,Indian National Congress
4,4,Abdul Hamid Barshid,884,0.5%,Bahujan Samaj Party
5,5,B. K. Jha,332,0.2%,Independent
6,6,Narender Kumar,295,0.2%,Independent
7,7,Jagpal Singhal,259,0.2%,Kalyankari Jantantrik Party
8,8,Naresh Kumar,228,0.1%,Independent
9,9,Sachin Kapoor,226,0.1%,Independent
10,10,Faqir Chand Verma,142,0.1%,Independent
11,11,Shyam Bharteey,96,0.1%,Gareeb Aadmi Party
