x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Adarsh Shastri,"79,729",59.1%,Aam Aadmi Party
2,2,Parduymn Rajput,"40,363",29.9%,Bharatiya Janta Party
3,3,Mahabal Mishra,"12,532",9.3%,Indian National Congress
4,4,Amit Chauhan,608,0.5%,Bahujan Samaj Party
5,5,Premchand,264,0.2%,Communist Party Of India (MARXIST)
6,6,Vivek Kumar Pandey,242,0.2%,Independent
7,7,Sushil Bhagat,219,0.2%,National Youth Party
8,8,Ajay Kumar,178,0.1%,Bharat Vishal Party
9,9,Ravi Singh,128,0.1%,Independent
10,10,Surender Kumar,94,0.1%,Rashtriya Krantikari Samajwadi Party
11,11,Adarsh Kumar,82,0.1%,Independent
12,12,Gautam Kumar,77,0.1%,Independent
13,13,Mukesh Kumar Tanwar,55,0.0%,Independent
14,14,Kamleshwari Mistri,49,0.0%,Proutist Bloc India
