x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ved Parkash,"109,259",57.9%,Aam Aadmi Party
2,2,Gugan Singh,"59,236",31.4%,Bharatiya Janta Party
3,3,Surender Kumar,"14,846",7.9%,Indian National Congress
4,4,Gajanand,"3,657",1.9%,Bahujan Samaj Party
5,5,Amod Paswan,426,0.2%,Bharatiya Janta Dal
6,6,Ram Babu,366,0.2%,Rashtriya Bahujan Hitay Party
