x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Bandana Kumari,"62,656",52.1%,Aam Aadmi Party
2,2,Rekha Gupta,"51,678",43.0%,Bharatiya Janta Party
3,3,Sulekh Aggarwal,"3,200",2.7%,Indian National Congress
4,4,Lalit Kumar Gautam,892,0.7%,Bahujan Samaj Party
5,5,Avinash Kumar Jha,430,0.4%,Independent
6,6,Harish Chander Tiwari,286,0.2%,Independent
7,7,Ashok Kumar,219,0.2%,Independent
8,8,Wajid Ali,90,0.1%,Independent
9,9,Ca Satish Singal,86,0.1%,Independent
