x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Anil Kumar Bajpai,"50,946",45.2%,Aam Aadmi Party
2,2,Jitender,"43,464",38.6%,Bharatiya Janta Party
3,3,Surender Prakash Sharma,"16,228",14.4%,Indian National Congress
4,4,Md. Haroon,660,0.6%,Independent
5,5,Dharmendr Kumar,456,0.4%,Bahujan Samaj Party
6,6,Vijay Singh,165,0.2%,Shiv Sena
7,7,Shaina,80,0.1%,Independent
8,8,Jabbar Ali,65,0.1%,Independent
9,9,Rajesh Kumar,47,0.0%,Independent
