x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ram Niwas Goel,"58,523",49.5%,Aam Aadmi Party
2,2,Jitender Singh Shunty,"46,792",39.6%,Bharatiya Janta Party
3,3,Narender Nath,"9,423",8.0%,Indian National Congress
4,4,Behen Preeti,"1,289",1.1%,Independent
5,5,Rajpal Singh,"1,276",1.1%,Bahujan Samaj Party
6,6,Harpal Singh Kundaliya,235,0.2%,Garib Raj Party
7,7,Manish Gupta,167,0.1%,Independent
8,8,Preeti,86,0.1%,Independent
9,9,Preeti,56,0.1%,Independent
10,10,Achal Sharma,41,0.0%,Independent
