x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Surender Singh,"40,133",51.8%,Aam Aadmi Party
2,2,Karan Singh Tanwar,"28,935",37.4%,Bharatiya Janta Party
3,3,Sandeep Tanwar,"7,087",9.2%,Indian National Congress
4,4,Gayan Chand,467,0.6%,Bahujan Samaj Party
5,5,Anil Kumar Tanwar,210,0.3%,Independent
6,6,Sandeep,98,0.1%,Independent
7,7,Heera Lal,93,0.1%,Independent
8,8,Naresh Kumar Sharma,45,0.1%,Hind Congress Party
9,9,Mahesh Bhardwaj,26,0.0%,Independent
10,10,Raj Kumar Saini,24,0.0%,Independent
