x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Manish Sisodia,"75,477",53.6%,Aam Aadmi Party
2,2,Vinod Kumar Binny,"46,716",33.2%,Bharatiya Janta Party
3,3,Anil Kumar,"16,260",11.5%,Indian National Congress
4,4,Nem Singh Premi,"1,213",0.9%,Bahujan Samaj Party
5,5,Chhavi Prakash Gupta,294,0.2%,Shiv Sena
6,6,Mahesh Prakash,284,0.2%,Samras Samaj Party
7,7,Bhupendra Kumar Rai,98,0.1%,Independent
