x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Col Devinder Sehrawat,"65,006",55.0%,Aam Aadmi Party
2,2,Sat Prakash Rana,"45,470",38.5%,Bharatiya Janta Party
3,3,Vijay Singh Lochav,"5,258",4.5%,Indian National Congress
4,4,Imtiaz,926,0.8%,Independent
5,5,Yogesh Gaur,641,0.5%,Bahujan Samaj Party
6,6,Pankaj Kumar,421,0.4%,Indian National Lok Dal
