"Position","Candidate Name","Votes","Votes %","Party"
1,Gutha Sukhender Reddy,472093,39.7%,Indian National Congress
2,Tera Chinnapa Reddy,278937,23.5%,Telugu Desam
3,Dr. Palla Rajeshwar Reddy,260677,21.9%,Telangana Rashtra Samithi
4,Marri Nehemiah,56259,4.7%,Independent
5,Nandyala Narsimha Reddy,54423,4.6%,Communist Party Of India (MARXIST)
6,Gunnam Nagi Reddy,39385,3.3%,Yuvajana Sramika Rythu Congress Party
7,Kundarapu Ramesh,11517,1.0%,Bahujan Samaj Party
8,Manupuri Daya Sagar,4495,0.4%,Pyramid Party Of India
9,Tejavath Bellaiah Naik,2308,0.2%,Aam Aadmi Party
