"Position","Candidate Name","Votes","Votes %","Party"
1,Thupstan Chhewang,31111,26.4%,Bharatiya Janta Party
2,Ghulam Raza,31075,26.3%,Independent
3,Syed Mohd Kazim,28234,23.9%,Independent
4,Tsering Samphel,26402,22.4%,Indian National Congress
