"Position","Candidate Name","Votes","Votes %","Party"
1,Adhikari Sisir Kumar,676749,52.4%,All India Trinamool Congress
2,Sinha Tapas,447259,34.6%,Communist Party Of India (MARXIST)
3,Kamalendu Pahari,111082,8.6%,Bharatiya Janta Party
4,Kunal Banerjee,27230,2.1%,Indian National Congress
5,Ansar Ali Sk,8298,0.6%,Bahujan Samaj Party
6,Manas Pradhan,7335,0.6%,Socialist Unity Centre Of India (COMMUNIST)
7,Sk Golam Nabi Ajad,3260,0.3%,Independent
