"Position","Candidate Name","Votes","Votes %","Party"
1,Dr.Gavit Heena Vaijaykumar,579486,51.9%,Bharatiya Janta Party
2,Gavit Manikrao Hodlya,472581,42.3%,Indian National Congress
3,Vasave Amit Sheklal,12133,1.1%,Bahujan Samaj Party
4,Adv.Sobji Devalya Gavit,9184,0.8%,Independent
5,C.S.Valvi,6004,0.5%,Independent
6,Arjunsing Divansing Vasave,4712,0.4%,Bharipa Bahujan Mahasangh
7,Mahesh Jaysing Pawara,4389,0.4%,Independent
8,Virendra Ravaji Valvi,3511,0.3%,Aam Aadmi Party
9,Ranjit Jugla Padvi,3498,0.3%,Bahujan Mukti Party
