"Position","Candidate Name","Votes","Votes %","Party"
1,Sudarshan Bhagat,226666,34.8%,Bharatiya Janta Party
2,Rameshwar Oraon,220177,33.8%,Indian National Congress
3,Chamra Linda,118355,18.2%,All India Trinamool Congress
4,Birendra Bhagat,26109,4.0%,Jharkhand Vikas Morcha (Prajatantrik)
5,Lal Say Kumar Bhagat,13252,2.0%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION)
6,Jayram Indwar,11794,1.8%,Bahujan Samaj Party
7,Mahendra Oraon,6436,1.0%,Independent
8,Ranjit Oraon,6037,0.9%,Independent
9,Nawal Kishor Singh,5870,0.9%,Independent
