"Position","Candidate Name","Votes","Votes %","Party"
1,Dinesh Kashyap,385829,50.1%,Bharatiya Janta Party
2,Deepak Karma (BUNTY),261470,34.0%,Indian National Congress
3,Bimala Sori,33883,4.4%,Communist Party Of India
4,Soni Sori,16903,2.2%,Aam Aadmi Party
5,Ad. Manbodh Baghel,9774,1.3%,Bahujan Samaj Party
6,Arjun Singh Thakur,8966,1.2%,Ambedkarite Party Of India
7,Shankar Thakur,8136,1.1%,Samajwadi Party
8,Com. Devchand Duruv,6180,0.8%,Communist Party Of India (Marxist-Leninist) Red Star
