x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Sreenivasulu Reddy Magunta,"446,584",56.1%,Indian National Congress, AC View
2,2,Bathula Vijaya Bharathi,"340,563",42.8%,Telugu Desam, AC View
3,3,Alla Rama Chandra Reddy,"4,741",0.6%,Independent, AC View
4,4,Satish Kumar,"2,463",0.3%,Independent, AC View
5,5,Rama Rao Daggupati,"1,041",0.1%,Independent, AC View
6,6,Nalamalapu Lakshmi Narasa Reddy,986,0.1%,Independent, AC View
7,7,Venu Babu Naidu Kavuri,982,0.1%,Independent, AC View
8,8,Gudipudi Narasimha Rao,896,0.1%,Independent, AC View
9,9,Boyalla Ranganayakulu,853,0.1%,Independent, AC View
