x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,N.Y. Hanumanthappa,"322,609",35.2%,Indian National Congress, AC View
2,2,Kodandaramaiah P,"285,149",31.1%,Janata Dal (Secular), AC View
3,3,Mudalagiriyappa C P,"241,164",26.3%,Bharatiya Janta Party, AC View
4,4,Parameswarappa S,"36,081",3.9%,Jharkhand Party, AC View
5,5,Venkatesha C,"19,514",2.1%,Kannada Nadu Party, AC View
6,6,Krishnappa,"14,388",1.6%,Rashtriya Janata Dal, AC View
