x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Bhanwar Singh Dangawas,"284,657",45.2%,Bharatiya Janta Party, AC View
2,2,Ramraghunath,"214,030",34.0%,Indian National Congress, AC View
3,3,Mool Chand,"107,757",17.1%,Bahujan Samaj Party, AC View
4,4,Bhanwar Singh Rathore,"9,888",1.6%,Independent, AC View
5,5,Nawab Khan,"7,677",1.2%,National Loktantrik Party, AC View
6,6,Kailash,"3,842",0.6%,Independent, AC View
7,7,Bhanu Prakash,"3,620",0.6%,Independent, AC View
