x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Rayapati  Sambasiva Rao,"466,221",56.8%,Indian National Congress, AC View
2,2,Y. V. Rao,"336,429",41.0%,Telugu Desam, AC View
3,3,Jupalli Hanumantha Rao Goud,"9,375",1.1%,Bahujan Samaj Party, AC View
4,4,Venkateswarlu Gundi,"5,444",0.7%,Telangana Rashtra Samithi, AC View
5,5,Muvva Venkat Rao,"4,009",0.5%,Independent, AC View
