x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Varma Ratilal Kalidas,"249,322",48.3%,Bharatiya Janta Party, AC View
2,2,Yogendrakumar Mavjibhai Makwana,"226,528",43.9%,Indian National Congress, AC View
3,3,Chavda Manilal Ramjibhai,"11,638",2.3%,Bahujan Samaj Party, AC View
4,4,Soyantar Dineshkumar Kalidas (ADVOCATE),"11,627",2.3%,Independent, AC View
5,5,Parmar Chhabildas Keshavlal,"7,142",1.4%,Lok Jan Shakti Party, AC View
6,6,Jayaben Maganbhai Ranva,"5,681",1.1%,Independent, AC View
7,7,Chauhan Jitendrakumar Naranbhai,"4,615",0.9%,Independent, AC View
