x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Pingale Devidas Anandrao,"307,613",46.9%,Nationalist Congress Party, AC View
2,2,Patil Dasharath Dharmaji,"292,555",44.6%,Shiv Sena, AC View
3,3,Gunjal Radheshyam Shivram,"17,831",2.7%,Communist Party Of India, AC View
4,4,Pawar Gajiram Lahanu,"15,457",2.4%,Bahujan Samaj Party, AC View
5,5,Vimaltai Nivuttirao Avhad,"7,917",1.2%,Independent, AC View
6,6,Ansari Mohammed Ismail Mohammed Ibrahim,"5,245",0.8%,Bharatiya Minorities Suraksha Mahasangh, AC View
7,7,Lata Bhika Barde,"3,952",0.6%,Independent, AC View
8,8,Navale Somnath Nanasaheb,"3,613",0.6%,Shivrajya Party, AC View
9,9,Bhaskar Ganpat Sirsat,"2,342",0.4%,Independent, AC View
