x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Dr Laxminarayan Pandeya,"423,478",54.6%,Bharatiya Janta Party, AC View
2,2,Rajendra Singh Gautam,"283,845",36.6%,Indian National Congress, AC View
3,3,Dr. Kalpana Parulekar,"24,570",3.2%,Nationalist Congress Party, AC View
4,4,Sarid Alias@ Rashid Khan Mawati,"10,984",1.4%,Independent, AC View
5,5,Ramsingh Gujarbardiya,"9,392",1.2%,Samajwadi Party, AC View
6,6,M. Rafik Dagria,"7,918",1.0%,Independent, AC View
7,7,Satyanarayan Vyas,"5,661",0.7%,Independent, AC View
8,8,Dr  Rameshchandra Soni,"5,348",0.7%,Independent, AC View
9,9,Lakshminarayan Pandy,"5,342",0.7%,Independent, AC View
