x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Aditya Nath,"353,647",51.3%,Bharatiya Janta Party, AC View
2,2,Jamuna Nishad,"211,608",30.7%,Samajwadi Party, AC View
3,3,Pradeep Kumar Nishad,"70,449",10.2%,Bahujan Samaj Party, AC View
4,4,Shardendu Pandey,"33,477",4.9%,Indian National Congress, AC View
5,5,Ram Milan,"8,785",1.3%,Independent, AC View
6,6,Chandra Bhan Singh Patel,"3,225",0.5%,Apna Dal, AC View
7,7,Gopal Rajbhar,"3,081",0.4%,Suheldev Bhartiya Samaj Party, AC View
8,8,Ram Kishum,"2,716",0.4%,Independent, AC View
9,9,Mahanth Ramdas Brahmchari,"2,260",0.3%,Akhil Bharat Hindu Mahasabha, AC View
