x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Manorama Madhwaraj,"369,627",47.5%,Bharatiya Janta Party, AC View
2,2,Vinaya Kumar Sorake,"340,624",43.8%,Indian National Congress, AC View
3,3,Taranatha Shetty Kodavoor,"45,574",5.9%,Janata Dal (Secular), AC View
4,4,Oswald Fernandis,"24,531",3.2%,Kannada Nadu Party, AC View
