x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Kondapalli Pydithalli Naidu,"373,922",50.2%,Telugu Desam, AC View
2,2,Jhansi Laxmi Botcha,"342,574",46.0%,Indian National Congress, AC View
3,3,Peddinti Jaganmohan Rao,"16,098",2.2%,Independent, AC View
4,4,G.Venkatesh,"14,131",1.9%,Telangana Rashtra Samithi, AC View
