x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,D. V. Sadananda Gowda,"384,760",48.7%,Bharatiya Janta Party, AC View
2,2,M Veerappa Moily,"351,345",44.5%,Indian National Congress, AC View
3,3,A K Subbaiah,"39,774",5.0%,Janata Dal (Secular), AC View
4,4,Rohit Kumar Joshi,"15,693",2.0%,Kannada Nadu Party, AC View
