x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Nilaben Virjibhai Thummar,"220,649",46.4%,Indian National Congress, AC View
2,2,Dileep Sanghani,"218,619",46.0%,Bharatiya Janta Party, AC View
3,3,Hitesh Rathod,"16,915",3.6%,Independent, AC View
4,4,Solanki Gautambhai Dayabhai,"9,583",2.0%,Samajwadi Party, AC View
5,5,Shiroya Valjibhai Lallubhai,"6,622",1.4%,Independent, AC View
6,6,Valodara Vajubhai Jivabhai,"3,258",0.7%,Independent, AC View
