x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Jyotirmoyee Sikdar,"397,561",43.0%,Communist Party Of India (MARXIST), AC View
2,2,Satya Brata Mookherjee,"377,174",40.8%,Bharatiya Janta Party, AC View
3,3,Asim Kumar Saha,"95,479",10.3%,Indian National Congress, AC View
4,4,Jayashree Chakraborty,"12,602",1.4%,Samajwadi Party, AC View
5,5,Khoda Box Shaikh,"11,338",1.2%,Independent, AC View
6,6,Mozammel Haque Paile,"10,024",1.1%,Bahujan Samaj Party, AC View
7,7,Ujjwal Mukherjee,"9,301",1.0%,Independent, AC View
8,8,Profulla Banerjee,"9,300",1.0%,Independent, AC View
9,9,Biman Biswas,"7,515",0.8%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
