x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Anil Basu,"744,464",77.5%,Communist Party Of India (MARXIST), AC View
2,2,Swapan Kumar Nandi,"151,962",15.8%,Bharatiya Janta Party, AC View
3,3,Datta Pradip,"68,414",7.1%,Indian National Congress, AC View
