x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ramsingh Kaswan,"400,718",48.1%,Bharatiya Janta Party, AC View
2,2,Bal Ram Jakhar,"370,864",44.5%,Indian National Congress, AC View
3,3,Daulatram Painsiya,"30,142",3.6%,Bahujan Samaj Party, AC View
4,4,Damodar Mishra,"10,132",1.2%,Indian National Lok Dal, AC View
5,5,Sufi Sultan,"8,594",1.0%,Independent, AC View
6,6,Shabir Khan,"5,146",0.6%,Independent, AC View
7,7,Ranjeet Rai,"3,773",0.5%,Independent, AC View
8,8,Chimna Ram,"2,499",0.3%,Independent, AC View
9,9,Mohammad Iliyas Khichi (TELI),"2,108",0.3%,Independent, AC View
