x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Mahaveer Bhagora,"281,659",44.8%,Bharatiya Janta Party, AC View
2,2,Bherulal Meena,"256,885",40.9%,Indian National Congress, AC View
3,3,Meghraj Tawar,"32,233",5.1%,Communist Party Of India, AC View
4,4,Kika Bhai Meena,"25,351",4.0%,Nationalist Congress Party, AC View
5,5,Puranmal,"22,029",3.5%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
6,6,Hari Om Meena,"11,677",1.9%,Bahujan Samaj Party, AC View
