x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,N. N. Krishnadas,"375,144",45.8%,Communist Party Of India (MARXIST), AC View
2,2,V S Vijaya Raghavan,"276,986",33.8%,Indian National Congress, AC View
3,3,C Udai Bhasker,"147,792",18.0%,Bharatiya Janta Party, AC View
4,4,Krishnadas,"7,637",0.9%,Independent, AC View
5,5,M Subramanian,"5,021",0.6%,Bahujan Samaj Party, AC View
6,6,K Kuttikrishnan,"5,006",0.6%,Independent, AC View
7,7,Ambazhakode Velayudhan,"3,270",0.4%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
