x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Rathod Harising Nasaru,"298,513",45.0%,Bharatiya Janta Party, AC View
2,2,Patil Uttamrao Deoraoji,"241,709",36.5%,Indian National Congress, AC View
3,3,Agarwal Ramesh Pandurang,"30,137",4.5%,Bahujan Samaj Party, AC View
4,4,Kishorbhau Tiwari,"26,927",4.1%,Samajwadi Party, AC View
5,5,Shital Kawadu Markam,"23,995",3.6%,Gondvana Gantantra Party, AC View
6,6,Anand Baliram Gaikwad,"15,273",2.3%,Bharipa Bahujan Mahasangh, AC View
7,7,Kumbhekar Damadu Nagorao,"12,297",1.9%,Independent, AC View
8,8,Purushottam Domaji Bhajgaware,"10,865",1.6%,Independent, AC View
9,9,Gulhane Sanjay Mahadeorao,"4,262",0.6%,Independent, AC View
