x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Panabaka Lakshmi,"450,129",54.0%,Indian National Congress, AC View
2,2,Balakondaiah Karupotala,"321,905",38.6%,Bharatiya Janta Party, AC View
3,3,Malakondaiah.Y,"36,085",4.3%,Samajwadi Party, AC View
4,4,Marlapati  Vemaiah,"9,395",1.1%,Bahujan Samaj Party, AC View
5,5,Venkata Ram Ravinuthala,"5,983",0.7%,Independent, AC View
6,6,Dava Penchala Rao,"3,884",0.5%,Independent, AC View
7,7,Mangalapuri Venkateswarlu,"3,421",0.4%,Bharatiya Republican Paksha, AC View
8,8,Ouruvuru Krishnaiah,"3,415",0.4%,Independent, AC View
9,9,Maddela Brahmanaidu,"2,285",0.3%,Independent, AC View
